question,context,answer
Display status information of pic-slot 0 fpc-slot 1 in the EX3300 switch chassis,show chassis pic pic-slot <pic-slot-num> fpc-slot <fpc-slot-number>,"Use the following command in the operational mode:
 show chassis pic pic-slot 0 fpc-slot 1"
How to get status information about the PIC installed in the specified Flexible PIC Concentrator and PIC slot,show chassis pic pic-slot <pic-slot-num> fpc-slot <fpc-slot-number>,"Use the following command in the operational mode:
show chassis pic pic-slot <pic-slot-num> fpc-slot <fpc-slot-number>"
display the installed X509 certificates,show system certificate,"Use the following command in the operational mode:
show system certificate"
show the installed certificates signed by the Juniper Networks certificate authority,show system certificate,"Use the following command in the operational mode:
show system certificate"
show protocols statistics,show system statistics,"Use the following command in the operational mode:
show system statistics"
Display protocols statistics,show system statistics,"Use the following command in the operational mode:
show system statistics"
show ARP protocol statistics,show system statistics arp,"Use the following command in the operational mode:
show system statistics arp"
Display ARP statistics,show system statistics arp,"Use the following command in the operational mode:
show system statistics arp"
show IEEE 802.1 Bridging protocol statistics,show system statistics bridge,"Use the following command in the operational mode:
show system statistics bridge"
display IEEE 802.1 protocol statistics,show system statistics bridge,"Use the following command in the operational mode:
show system statistics bridge"
Enable DHCP snooping on all VLANs,set ethernet-switching-options secure-access-port vlan all examine-dhcp,"Use the following command in the configuration mode:
set ethernet-switching-options secure-access-port vlan all examine-dhcp
commit"
how to enable DHCP snooping for all VLANs,set ethernet-switching-options secure-access-port vlan all examine-dhcp,"Use the following command in the configuration mode:
set ethernet-switching-options secure-access-port vlan all examine-dhcp
commit"
Disable DHCP snooping on all VLANs,delete ethernet-switching-options secure-access-port vlan all examine-dhcp,"Use the following commadn in the configuration mode:
delete ethernet-switching-options secure-access-port vlan all examine-dhcp
commit"
Enable DHCP snooping on the vlan with the ID 10,set ethernet-switching-options secure-access-port vlan <vlan-name-or-id> examine-dhcp,"Use the following command in the configuration mode:
set ethernet-switching-options secure-access-port vlan 10 examine-dhcp
commit"
delete DHCP snooping on VLAN with the ID 30,delete ethernet-switching-options secure-access-port vlan <vlan-name-or-id> examine-dhcp,"Use the following command in the configuration mode:
delete ethernet-switching-options secure-access-port vlan 30 examine-dhcp
commit"
How to enable DHCP snooping on a VLAN ,set ethernet-switching-options secure-access-port vlan <vlan-name-or-id> examine-dhcp,"Use the following command in the configuration mode:
set ethernet-switching-options secure-access-port vlan <vlan-name-or-id> examine-dhcp
commit"
How to disable DHCP snooping on a VLAN ,delete ethernet-switching-options secure-access-port vlan <vlan-name-or-id> examine-dhcp,"Use the following command in the configuration mode:
delete ethernet-switching-options secure-access-port vlan <vlan-name-or-id> examine-dhcp
commit"
Display the candidate configuration in the set format,show | display set,"Use the following command in the configuration mode:
show | display set"
Display system configuration in the set format from the operational mode,show configuration | display set,"Use the following command in the operational mode:
show configuration | display set"
Display the virtual chassis configurations,show configuration virtual-chassis,"Use the following command in the operational mode:
 show configuration virtual-chassis"
Display the virtual chassis configurations in set format from the operational mode,show configuration virtual-chassis | display set,"Use the following command in the operational mode:
show configuration virtual-chassis | display set"
Enable all traceoptions for virtual chassis,set virtual-chassis traceoptions flag all,"Use the following command in the configuration mode:
set virtual-chassis traceoptions flag all
commit"
Disable all traceoptions for virtual chassis,set virtual-chassis traceoptions flag all,"Use the following command in the configuration mode:
set virtual-chassis traceoptions flag all disable
commit"
trace virtual chassis ports auto configuration,set virtual-chassis traceoptions flag auto-configuration,"Use the following command in the configuration mode:
set virtual-chassis traceoptions flag auto-configuration
commit"
Disable the virtual chassis ports auto configuration traceoption,set virtual-chassis traceoptions flag auto-configuration disable,"Use the following command in the configuration mode:
set virtual-chassis traceoptions flag auto-configuration disable
commit"
