business name,business type,business arrival time ,business end time,business duration,business load volume,names of devices passed by the business,network resources consumed by each device,network functions required for business transmission,various performance requirements of the business
digital publishing,digital content provision,2022041609,2022042707,944603000,1242,"Wireless network, transmission network, core network, application server",0.0202%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 550Mbps, Jitter < 47.5ms"
cloud computing services,online service,2023103012,2023111219,1151092000,7433,"Wireless network, transmission network, core network, application server",0.0027%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 39.8ms
VR/AR,network service,2022062618,2022070112,409265000,1186,"Wireless network, transmission network, core network, application server",0.0152%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 59.3ms, Packet Loss Rate < 0.47%"
streaming media service,online service,2022083119,2022090706,558849000,13815,"Wireless network, transmission network, core network, application server",0.0102%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 650Mbps, Jitter < 34.9ms"
digital publishing,digital content provision,2023022807,2023030512,447462000,1643,"Wireless network, transmission network, core network, application server",0.0557%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 95.3ms, Bandwidth > 800Mbps, Latency < 46.1ms"
VoIP,communication service,2022100116,2022100622,453601000,1694,"Wireless network, transmission network, core network, application server",0.0003%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.44%
digital publishing,digital content provision,2023012714,2023012923,207481000,6144,"Wireless network, transmission network, core network, application server",0.0012%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.96%, Jitter < 89.9ms, Bandwidth > 830Mbps"
Internet Relay Chat (IRC),communication service,2022032822,2022032923,91582000,735,"Wireless network, transmission network, core network, application server",0.0334%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.39%, Jitter < 46.1ms, Bandwidth > 800Mbps"
digital publishing,digital content provision,2022021809,2022022410,520345000,918,"Wireless network, transmission network, core network, application server",0.0271%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 450Mbps, Latency < 6.2ms"
online education,online service,2022061420,2022062518,940985000,1002,"Wireless network, transmission network, core network, application server",0.0305%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 1.4ms
online education,online service,2023041006,2023042215,1069726000,1002,"Wireless network, transmission network, core network, application server",0.0225%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 780Mbps
online education,online service,2023040317,2023041000,544918000,429,"Wireless network, transmission network, core network, application server",0.0204%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 47.9ms
Internet Relay Chat (IRC),communication service,2022062122,2022070111,824853000,1945,"Wireless network, transmission network, core network, application server",0.0492%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 23.2ms, Packet Loss Rate < 0.21%"
gaming,digital content provision,2023051523,2023051910,298766000,2085,"Wireless network, transmission network, core network, application server",0.0311%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 61.8ms
email,communication service,2022061411,2022062702,1093300000,22854,"Wireless network, transmission network, core network, application server",0.1349%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 10.3ms, Latency < 16.8ms, Packet Loss Rate < 0.09%"
email,communication service,2022112010,2022112521,470712000,2210,"Wireless network, transmission network, core network, application server",0.0287%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 1.00%, Jitter < 77.7ms"
web browsing,network service,2023032016,2023032503,385007000,1644,"Wireless network, transmission network, core network, application server",0.0002%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 16.8ms, Packet Loss Rate < 0.69%, Bandwidth > 180Mbps"
LISTSERV,communication service,2023120418,2023121909,1261509000,1046,"Wireless network, transmission network, core network, application server",0.0002%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 490Mbps, Packet Loss Rate < 0.36%, Jitter < 20.3ms"
video conferencing,communication service,2022050817,2022051909,921804000,13715,"Wireless network, transmission network, core network, application server",0.0057%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 670Mbps, Packet Loss Rate < 0.62%"
cloud computing services,online service,2023052823,2023060208,379774000,640,"Wireless network, transmission network, core network, application server",0.0042%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 490Mbps
VR/AR,network service,2022073000,2022073117,147688000,947,"Wireless network, transmission network, core network, application server",0.0001%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.80%
